ID,Vietnamese_Text,English_Text,Vietnamese_Sound
lesson_t64_v1,yên tĩnh,quiet,
lesson_t64_v3,tiếng ồn,noise,
lesson_t64_v5,chú ý,to pay attention,
lesson_t64_v6,nhạc,music,
lesson_t64_v7,phàn nàn,to complain,
lesson_t65_0,"Chào chị, em muốn đặt lịch massage vào chiều mai ạ.","Hello, I'd like to book a massage for tomorrow afternoon.",
lesson_t65_1,"Dạ được, chị thích giờ nào, hai giờ hay bốn giờ chiều ạ?","Sure, which time do you prefer, 2pm or 4pm?",
lesson_t65_2,"Cho em hai giờ chiều nha, khoảng bao lâu vậy chị?","Two pm please, about how long does it take?",
lesson_t65_3,"Dạ, liệu trình một tiếng rưỡi, chị nhớ đến sớm mười phút nhé.","The treatment is an hour and a half, please arrive ten minutes early.",
lesson_t65_v1,massage,massage,
lesson_t65_v3,liệu trình,treatment / session,
lesson_t65_v4,thư giãn,to relax,
lesson_t65_v5,spa,spa,
lesson_t66_0,"Chào bạn, mình muốn luyện tập tiếng Việt, được không?","Hi, I want to practice Vietnamese, is that okay?",
lesson_t66_1,Được chứ! Mình cũng muốn học tiếng Anh với bạn.,Of course! I also want to learn English with you.,
lesson_t66_2,"Vậy mình nói tiếng Việt trước, bạn sửa lỗi cho mình nhé.","Then I'll speak Vietnamese first, please correct my mistakes.",
lesson_t66_3,"Ừ, nghe được lắm rồi, chỉ sai một chút thôi.","Sure, that sounded quite good, just a small mistake.",
lesson_t66_v0,luyện tập,to practice,
lesson_t66_v3,sửa lỗi,to correct mistakes,
lesson_t66_v6,nghe,to listen / hear,
lesson_t66_v7,sai,wrong / mistake,
lesson_t67_0,"Xin lỗi, chuyến bay của tôi có bị hoãn không?","Excuse me, is my flight delayed?",
lesson_t67_1,"Dạ đúng rồi, chuyến bay bị hoãn hai tiếng ạ.","Yes, that's right, the flight is delayed two hours.",
lesson_t67_2,Vậy tôi có thể đổi sang chuyến bay khác được không?,Then can I change to a different flight?,
lesson_t67_3,"Dạ được, anh cho tôi xem vé rồi em sắp xếp cho.","Yes, please show me your ticket and I'll arrange it for you.",
lesson_t67_v0,chuyến bay,flight,
lesson_t67_v1,hoãn,delayed,
lesson_t67_v5,cổng,gate,
lesson_t67_v6,sắp xếp,to arrange,
lesson_t68_0,"Chào chị, tôi muốn đăng ký thẻ tập gym.","Hello, I'd like to sign up for a gym membership.",
lesson_t68_1,"Dạ được, anh muốn đăng ký gói một tháng hay một năm ạ?","Sure, would you like a one-month or one-year package?",
lesson_t68_2,Cho tôi gói một tháng trước. Ở đây có hồ bơi không?,Give me the one-month package first. Is there a pool here?,
lesson_t68_3,"Dạ có, ngoài hồ bơi còn có phòng tắm hơi và lớp yoga nữa ạ.","Yes, besides the pool there's also a sauna and yoga classes.",
lesson_t68_v1,thẻ tập,gym membership card,
lesson_t68_v3,hồ bơi,swimming pool,
lesson_t68_v4,phòng tắm hơi,sauna,
lesson_t69_0,"Chào anh, tôi muốn làm thẻ thư viện.","Hello, I'd like to make a library card.",
lesson_t69_1,"Dạ, anh cho tôi xem chứng minh thư nhé.","Sure, please show me your ID card.",
lesson_t69_2,Đây ạ. Tôi có thể mượn bao nhiêu cuốn sách một lần?,Here it is. How many books can I borrow at once?,
lesson_t69_3,"Dạ, mỗi lần anh được mượn năm cuốn trong hai tuần ạ.",Each time you can borrow five books for two weeks.,
lesson_t69_v0,thẻ thư viện,library card,
lesson_t69_v5,tuần,week,
lesson_t69_v7,thư viện,library,
lesson_t7_0,"Chào bạn, bạn đi đâu vậy?","Hi, where are you going?",
lesson_t7_1,Mình đi đến chợ để mua rau.,I'm going to the market to buy vegetables.,
lesson_t7_2,"Vậy à, mình cũng đang đi chợ nè, đi chung không?","Oh really, I'm also going to the market, want to go together?",
lesson_t7_3,"Được, đi chung cho vui!","Sure, let's go together for fun!",
lesson_t7_v0,đi đâu,where are you going,
lesson_t7_v4,đi chung,to go together,
lesson_t70_0,Cứu tôi với! Bạn tôi bị ngất rồi!,Help me! My friend has fainted!,
lesson_t70_1,"Bình tĩnh, tôi gọi xe cấp cứu ngay đây.","Stay calm, I'll call an ambulance right now.",
lesson_t70_2,"Xin nhanh lên, anh ấy khó thở lắm.","Please hurry, he's having a lot of trouble breathing.",
lesson_t70_3,"Dạ, xe cấp cứu sẽ đến trong năm phút nữa, chị đừng lo.","Okay, the ambulance will arrive in five more minutes, don't worry.",
lesson_t70_v1,ngất,to faint,
lesson_t70_v3,khó thở,difficulty breathing,
lesson_t70_v7,lo,to worry,
lesson_t71_0,Đám cưới của em tổ chức vào ngày nào vậy?,When is your wedding going to be held?,
lesson_t71_1,"Dạ, tụi em định tổ chức vào tháng mười hai.",We're planning to hold it in December.,
lesson_t71_2,Em đã đặt nhà hàng chưa?,Have you booked the restaurant yet?,
lesson_t71_3,"Rồi ạ, em đặt nhà hàng tuần trước, còn thiệp mời thì tuần sau mới in.","Yes, I booked the restaurant last week, and the invitation cards will be printed next week.",
lesson_t71_v0,đám cưới,wedding,
lesson_t71_v2,nhà hàng,restaurant,
lesson_t71_v4,cô dâu,bride,
lesson_t71_v5,chú rể,groom,
lesson_t71_v7,đặt,to book / to reserve,
lesson_t72_0,"Chào anh, nhà em bị hư máy lạnh, anh sửa được không?","Hello, my air conditioner is broken, can you fix it?",
lesson_t72_1,"Được chị, máy lạnh bị hư gì vậy?","Sure, what's wrong with the air conditioner?",
lesson_t72_2,Nó không mát và có tiếng kêu lạ.,It's not cold and it makes a strange noise.,
lesson_t72_3,Để em kiểm tra rồi báo giá cho chị nhé.,Let me check it and then give you a price quote.,
lesson_t72_v1,hư,broken,
lesson_t72_v4,báo giá,to quote a price,
lesson_t72_v5,tiếng kêu,noise / sound,
lesson_t72_v6,ống nước,pipe,
lesson_t72_v7,thợ sửa,repair technician,
lesson_t73_0,Cuối tuần này có sự kiện cộng đồng ở công viên đó.,This weekend there's a community event at the park.,
lesson_t73_1,Vậy à? Có hoạt động gì vậy?,Really? What activities are there?,
lesson_t73_2,"Có dọn dẹp công viên và trồng cây, mọi người đều được mời tham gia.","There's park cleanup and tree planting, everyone is invited to join.",
lesson_t73_3,"Hay quá, mình muốn đăng ký làm tình nguyện viên.","That's great, I want to sign up to be a volunteer.",
lesson_t73_v0,sự kiện,event,
lesson_t73_v1,cộng đồng,community,
lesson_t73_v2,công viên,park,
lesson_t73_v3,tình nguyện viên,volunteer,
lesson_t73_v5,dọn dẹp,to clean up,
lesson_t73_v6,trồng cây,to plant trees,
lesson_t74_0,"Chào chú, nhà em bị dột khi trời mưa.","Hello, my place leaks when it rains.",
lesson_t74_1,Vậy hả? Để chú lên xem thử.,Really? Let me come up and take a look.,
lesson_t74_2,"Dạ, với lại vòi nước trong bếp cũng bị rò rỉ nữa ạ.","Also, the faucet in the kitchen is leaking too.",
lesson_t74_3,"Được, chú sẽ kêu thợ sửa tuần này.","Okay, I'll call a repair technician this week.",
lesson_t74_v0,dột,leaking (roof),
lesson_t74_v2,rò rỉ,to leak,
lesson_t74_v3,vòi nước,faucet,
lesson_t74_v4,sửa chữa,repair,
lesson_t74_v5,tiền thuê nhà,rent,
lesson_t74_v7,báo,to inform / report,
lesson_t75_0,Hôm nay mình học lái xe số sàn nhé.,Today let's practice driving a manual car.,
lesson_t75_1,"Dạ, em hơi lo, em chưa lái xe số sàn bao giờ.","Okay, I'm a bit nervous, I've never driven a manual car before.",
lesson_t75_2,"Không sao, em đạp côn từ từ rồi vào số một.","It's okay, press the clutch slowly and then shift into first gear.",
lesson_t75_3,"Dạ, em hiểu rồi, em thử nha.","Okay, I understand, I'll give it a try.",
lesson_t75_v0,lái xe,to drive,
lesson_t75_v1,số sàn,manual transmission,
lesson_t75_v2,đạp côn,to press the clutch,
lesson_t75_v3,vào số,to shift gears,
lesson_t75_v4,thắng,brake,
lesson_t75_v5,ga,gas pedal,
lesson_t75_v6,bằng lái,driver's license,
lesson_t75_v7,an toàn,safe,
lesson_t8_1,"Mình thích ăn phở, còn bạn thích gì?","I like eating pho, and what do you like?",
lesson_t8_2,Mình thích uống cà phê sữa đá lắm.,I really like drinking iced milk coffee.,
lesson_t8_3,"Ồ, mình cũng thích cà phê nữa!","Oh, I also like coffee too!",
lesson_t9_0,"Chào cô, cô bán trà gì ạ?","Hello ma'am, what tea do you sell?",
lesson_t9_1,"Cô có trà đá, trà chanh với trà sữa nè con.","I have iced tea, lemon tea, and milk tea, dear.",
lesson_t9_2,"Cho con một ly trà chanh, bao nhiêu tiền vậy cô?","Give me one cup of lemon tea, how much is it?",
lesson_t9_3,Mười lăm ngàn con nhé.,"Fifteen thousand dong, dear.",
lesson_t9_v2,trà chanh,lemon tea,
lesson_t9_v3,trà sữa,milk tea,
lesson_t9_v6,ngàn,thousand,
pack_p1_0,Tôi chỉ đi taxi có đồng hồ,I only take metered taxis,
pack_p1_1,Bao nhiêu km đến trung tâm?,How many km to downtown?,
pack_p1_2,Tôi đã đặt xe rồi,I already booked a ride,
pack_p10_0,Đợi tôi kiểm tra trên điện thoại,Let me check on my phone,
pack_p10_2,Cái này dịch đúng không?,Is this translated correctly?,
pack_p11_0,Chào cô / chú,Hello auntie / uncle,
pack_p11_1,Cảm ơn nhiều ạ,Thank you very much,
pack_p11_2,Dạ vâng ạ,Polite yes,
pack_p12_0,"Một, hai, ba","One, two, three",
pack_p12_1,Mười nghìn đồng,Ten thousand đồng,
pack_p12_2,Bao nhiêu cái?,How many?,
pack_p13_0,Máy lạnh bị hỏng,The AC is broken,
pack_p13_1,Anh sửa được không?,Can you fix it?,
pack_p13_2,Bao giờ xong?,When will it be done?,
pack_p14_0,Đi chậm thôi,Walk slowly,
pack_p14_1,Nhìn xe máy,Watch for motorbikes,
pack_p14_2,Qua đường cùng nhau,Cross together,
pack_p15_0,Cho tôi xem hộ chiếu,Show my passport,
pack_p15_1,Đăng ký sim ở đâu?,Where do I register the SIM?,
pack_p15_2,Số điện thoại của tôi là...,My phone number is...,
pack_p16_0,Tôi muốn mở tài khoản,I want to open an account,
pack_p16_1,Cần giấy tờ gì?,What documents are needed?,
pack_p16_2,Phí hàng tháng là bao nhiêu?,What's the monthly fee?,
pack_p17_0,Ngồi đâu cũng được,Any seat is fine,
pack_p17_1,Cho thêm chanh,Add more lime,
pack_p17_2,Ăn tại chỗ,Eat here,
pack_p18_1,Có thể trả bằng thẻ không?,Can I pay by card?,
pack_p18_2,Có wifi không?,Is there wifi?,
pack_p19_0,"Dạ, con chào",Polite southern greeting,
pack_p19_1,Hông sao đâu,No worries (southern slang),
pack_p19_2,Ngon dữ luôn,Really delicious (southern emphasis),
pack_p2_0,Tài xế đang ở đâu?,Where is the driver?,
pack_p2_1,Tôi huỷ chuyến này,I'm cancelling this trip,
pack_p2_2,Đánh giá 5 sao,Five star rating,
pack_p20_0,Đội mũ bảo hiểm,Wear a helmet,
pack_p20_1,Đi đúng làn đường,Stay in your lane,
pack_p20_2,Bấm còi trước khi rẽ,Honk before turning,
pack_p21_0,Một cà phê sữa đá,One iced milk coffee,
pack_p21_2,Cho thêm đá,More ice please,
pack_p22_0,Phố đi bộ ở đâu?,Where's the walking street?,
pack_p22_1,Đông người quá,So crowded,
pack_p23_0,Cho tôi một ly cà phê đen đá,One iced black coffee please,
pack_p23_1,Không đường,No sugar,
pack_p23_2,Mang đi,To go,
pack_p24_0,Vé xem hôm nay còn không?,Any tickets left for tonight?,
pack_p24_1,Bắt đầu lúc mấy giờ?,What time does it start?,
pack_p24_2,Chỗ ngồi ở đâu?,Where is my seat?,
pack_p25_0,Gửi xe ở đâu?,Where do I park?,
pack_p25_1,Bao nhiêu tiền giữ xe?,How much for parking?,
pack_p25_2,Cho tôi vé giữ xe,Give me the parking ticket,
pack_p26_0,Xe tôi bị thủng lốp,My tire is flat,
pack_p26_1,Sửa được không?,Can you fix it?,
pack_p27_1,Họp lúc mấy giờ?,What time's the meeting?,
pack_p27_2,Sếp đang bận,The boss is busy,
pack_p28_1,Tối nay rảnh không?,Free tonight?,
pack_p28_2,Đi đâu bây giờ?,Where to now?,
pack_p29_0,Cho tôi một phần,One portion please,
pack_p29_1,Không hành,No onions,
pack_p29_2,Gói mang về,Wrap it to go,
pack_p3_0,Tôi muốn mua sim chính hãng,I want an official SIM,
pack_p3_1,Có hoá đơn không?,Is there a receipt?,
pack_p3_2,Giá này đã bao gồm data chưa?,Does this include data?,
pack_p30_1,Cho tôi thuốc đau đầu,Headache medicine please,
pack_p30_2,Bao nhiêu viên một ngày?,How many pills a day?,
pack_p31_0,Tôi bị mất hộ chiếu,I lost my passport,
pack_p31_1,Tôi cần báo cáo với công an,I need to report to the police,
pack_p31_2,Đại sứ quán ở đâu?,Where's the embassy?,
pack_p33_0,Hâm nóng giúp tôi,Please heat this up,
pack_p33_1,Cho tôi một cái này,I'll take one of these,
pack_p33_2,Có túi không?,Do you have a bag?,
pack_p34_0,Bánh mì kèm gì?,What comes with the bánh mì?,
pack_p34_1,Cho thêm trứng,Add an egg,
pack_p34_2,Một combo sáng,One breakfast combo,
pack_p35_0,Đánh giày giúp tôi,Please shine my shoes,
pack_p35_2,Bao lâu xong?,How long will it take?,
pack_p36_0,Hẻm này đi đâu?,Where does this alley lead?,
pack_p36_1,Có lối ra không?,Is there an exit?,
pack_p36_2,Đường cụt hả?,Is this a dead end?,
pack_p37_0,Cho xem cái kia,Show me that one,
pack_p37_1,Giá tốt nhất là bao nhiêu?,What's your best price?,
pack_p37_2,Có bớt được không?,Any discount?,
pack_p38_0,Chị mặc áo chống nắng đẹp quá,Your sun-protection outfit looks great,
pack_p38_2,Tôi cần khẩu trang,I need a face mask,
pack_p39_0,Cho tôi một ly trà đá,One iced tea please,
pack_p39_1,Miễn phí hay có tính tiền?,Free or does it cost?,
pack_p39_2,Ngồi ghé chút được không?,Can I sit for a bit?,
pack_p4_0,Bến xe buýt ở đâu?,Where's the bus station?,
pack_p4_1,Ga tàu gần nhất,Nearest train station,
pack_p4_2,Lối ra là ở đâu?,Where's the exit?,
pack_p40_0,Một trăm phần trăm!,Bottoms up! (100%),
pack_p40_2,Tôi uống được ít thôi,I can only drink a little,
pack_p41_0,Có sách tiếng Anh không?,Any English books?,
pack_p41_1,Cho tôi xem quyển này,Let me see this one,
pack_p41_2,Giá bìa là bao nhiêu?,What's the cover price?,
pack_p42_0,Cho tôi một bình nước,One water jug please,
pack_p42_1,Giao tới nhà giúp tôi,Please deliver to my house,
pack_p42_2,Bình cũ đây,Here is the empty jug,
pack_p43_0,Trời sắp mưa rồi,It's about to rain,
pack_p43_1,Cho tôi mượn áo mưa,Can I borrow a raincoat?,
pack_p43_2,Đường bị ngập,The road is flooded,
pack_p44_1,Cho tôi thuốc hạ sốt,Fever medicine please,
pack_p44_2,Uống mấy lần một ngày?,How many times a day?,
pack_p45_0,Chúc mừng hạnh phúc!,Congratulations on your marriage!,
pack_p45_1,Bàn của tôi ở đâu?,Where is my table?,
pack_p45_2,Cảm ơn đã mời,Thank you for inviting me,
pack_p46_1,Tôi bị dị ứng đậu phộng,I'm allergic to peanuts,
pack_p46_2,Không bỏ hành được không?,Can you leave out onions?,
pack_p47_0,Giặt bao lâu xong?,How long to wash?,
pack_p47_1,Có ủi không?,Do you iron too?,
pack_p47_2,Bao nhiêu tiền một kí?,How much per kilo?,
pack_p48_0,Cho tôi một phần ốc,One portion of snails please,
pack_p48_1,Cay được không?,Can it be spicy?,
pack_p48_2,"Ngon quá, thêm phần nữa","So good, one more portion",
pack_p49_1,Tôi mua hai cái,I'll take two,
pack_p5_0,Giá này đã gồm thuế chưa?,Does this price include tax?,
pack_p5_1,Tôi có đặt phòng trước rồi,I already have a reservation,
pack_p5_2,Cho tôi xem giá trên đồng hồ,Show me the meter price,
pack_p50_0,Thang máy ở đâu?,Where's the elevator?,
pack_p50_1,Căn hộ ở tầng mấy?,What floor is the apartment on?,
pack_p50_2,Có ai ở đây không?,Is anyone home?,
pack_p51_0,Tôi muốn gội đầu dưỡng sinh,I'd like an herbal hair wash,
pack_p51_1,Nhẹ tay giúp tôi,Please be gentle,
pack_p51_2,Thư giãn quá,So relaxing,
pack_p52_0,Sửa giúp tôi cái này,Please fix this for me,
pack_p52_1,Bao giờ lấy được?,When can I pick it up?,
pack_p52_2,Ngắn bớt một chút,Shorten it a bit,
pack_p53_0,Quét mã QR ở đâu?,Where do I scan the QR code?,
pack_p53_2,Cho tôi hoá đơn,Receipt please,
pack_p54_0,Giao đến hẻm này,Deliver to this alley,
pack_p54_1,Gọi tôi khi tới nơi,Call me when you arrive,
pack_p54_2,Số nhà là...,The house number is...,
pack_p55_0,Cho tôi một phần bò bía,One portion of bò bía please,
pack_p55_1,Ngồi đây được không?,Can I sit here?,
pack_p55_2,Cho thêm tương ớt,More chili sauce please,
pack_p56_0,Vé một chiều bao nhiêu?,How much for one way?,
pack_p56_1,Bến tiếp theo là bến nào?,What's the next stop?,
pack_p56_2,Tàu chạy mấy giờ?,What time does the boat run?,
pack_p57_0,Trộn tất cả vào đây,Mix everything together,
pack_p57_1,Không rau thơm,No herbs,
pack_p57_2,Ngon lắm luôn,Really delicious,
pack_p58_0,Cầu này tên là gì?,What's this bridge called?,
pack_p58_1,Nhạc nước bắt đầu lúc mấy giờ?,What time does the water show start?,
pack_p58_2,Đứng đây chụp đẹp không?,Is this a good photo spot?,
pack_p59_0,Quán này bán gì?,What does this place sell?,
pack_p59_1,Cho tôi một phần há cảo,One portion of dumplings please,
pack_p59_2,Trà nóng giúp tôi,Hot tea please,
pack_p6_0,Vé một lượt bao nhiêu?,How much is a single ticket?,
pack_p6_1,Ga tiếp theo là ga nào?,What's the next station?,
pack_p6_2,Cửa soát vé ở đâu?,Where are the ticket gates?,
pack_p60_0,Tôi có thể vào không?,May I go in?,
pack_p60_1,Thắp nhang ở đâu?,Where do I light incense?,
pack_p60_2,"Cảm ơn, rất đẹp","Thank you, very beautiful",
pack_p61_0,Cho tôi một chè đậu xanh,One mung bean sweet soup please,
pack_p61_2,Thêm nước cốt dừa,Add coconut milk,
pack_p62_0,Cho tôi bánh mì và cà phê,Bánh mì and coffee please,
pack_p62_1,"Nhanh giúp tôi, tôi vội","Quickly please, I'm in a hurry",
pack_p62_2,Mang đi giúp tôi,To go please,
pack_p63_0,Chill thôi,Just relax,
pack_p63_1,Xỉu up xỉu down,over-the-top reaction (slang),
pack_p63_2,Trôi nổi lỗ đen,spacing out (slang),
pack_p64_0,Wifi ở đây mạnh không?,Is the wifi strong here?,
pack_p64_1,Tôi làm việc ở đây được không?,Can I work here?,
pack_p64_2,Có ổ cắm điện không?,Is there a power outlet?,
pack_p65_0,Con xin phép vào nhà,May I come in,
pack_p65_1,Đây là quà cho gia đình,This is a gift for the family,
pack_p65_2,Cảm ơn đã mời con,Thank you for inviting me,
pack_p66_0,Đây là bằng lái của tôi,This is my driver's license,
pack_p66_1,Tôi đã làm gì sai?,What did I do wrong?,
pack_p66_2,Cho tôi xem biên bản,Show me the report,
pack_p67_0,Người Bắc nói khác người Nam,Northerners speak differently from Southerners,
pack_p67_1,Ở đây gọi là gì?,What do you call this here?,
pack_p67_2,Tuỳ vùng miền thôi,It just depends on the region,
pack_p68_0,Dựng lều ở đâu được vậy?,Where should we set up the tent?,
pack_p68_1,Cắm trại ở đây an toàn không?,Is it safe to camp here?,
pack_p68_2,Giúp tôi dựng lều với,Help me set up the tent,
pack_p68_3,Túi ngủ của tôi đâu rồi?,Where's my sleeping bag?,
pack_p69_0,Ai nhóm lửa giúp mình không?,Can someone start the fire?,
pack_p69_1,Nướng thịt trên lửa được không?,Can we grill meat over the fire?,
pack_p69_2,Cẩn thận lửa cháy lớn quá,"Careful, the fire's getting too big",
pack_p69_3,Đồ ăn chín chưa vậy?,Is the food cooked yet?,
pack_p7_0,Xe tôi đặt đâu rồi?,Where's my ride?,
pack_p7_2,Cho tôi 2 phút,Give me 2 minutes,
pack_p70_0,Đường mòn này dẫn đi đâu?,Where does this trail lead?,
pack_p70_1,Còn bao xa nữa tới đỉnh?,How much farther to the top?,
pack_p70_2,Mang theo đủ nước chưa?,Did you bring enough water?,
pack_p70_3,Coi chừng trơn trượt,"Watch out, it's slippery",
pack_p71_0,Đường này đi được bằng xe không?,Can a vehicle get through this road?,
pack_p71_1,"Xe bị lún rồi, đẩy giúp với","The car is stuck, help push",
pack_p71_2,Trước khi đi kiểm tra lốp dự phòng nhé,Check the spare tire before we go,
pack_p71_3,Còn bao xa tới điểm cắm trại?,How much farther to the campsite?,
pack_p72_0,Có động vật nguy hiểm ở đây không?,Are there any dangerous animals here?,
pack_p72_1,Đừng cho tay vào bụi cây đó,Don't put your hand in that bush,
pack_p72_2,Tôi bị côn trùng đốt,I got bitten by an insect,
pack_p72_3,"Cất đồ ăn kỹ, tránh thu hút thú hoang",Store food carefully to avoid attracting wild animals,
pack_p73_0,Ai mang theo bếp ga không?,Did anyone bring a portable stove?,
pack_p73_1,Chia đồ ăn ra cho mọi người nhé,Split the food among everyone,
pack_p73_2,Rửa chén xong nhớ dọn rác nhé,"After washing dishes, remember to clean up the trash",
pack_p73_3,Còn ai thiếu đồ dùng gì không?,Is anyone missing any gear?,
pack_p8_2,Viết giúp tôi được không?,Could you write it down?,
pack_p9_0,Quán này có món gì ngon?,What's good here?,
pack_p9_1,Cho tôi món đặc biệt,The specialty please,
pack_p9_2,Cay vừa thôi,Medium spicy,
sos_business_0,Tôi muốn đặt lịch họp,I'd like to schedule a meeting,
sos_business_1,Deadline dự án là khi nào?,When's the project deadline?,
sos_business_10,Chúng tôi rất mong được hợp tác,We look forward to working together,
sos_business_11,Tôi cần chữ ký của anh/chị,I need your signature,
sos_business_12,Buổi họp này online hay trực tiếp?,Is this meeting online or in person?,
sos_business_13,Cảm ơn vì đã hợp tác hiệu quả,Thanks for the productive collaboration,
sos_business_2,Tôi cần gửi báo cáo,I need to send a report,
sos_business_3,Chúng ta cần thống nhất về giá,We need to agree on pricing,
sos_business_4,Xin lỗi vì trả lời trễ,Sorry for the late reply,
sos_business_5,Tôi sẽ xác nhận lại qua email,I'll confirm via email,
sos_business_6,Cuộc họp bắt đầu lúc mấy giờ?,What time does the meeting start?,
sos_business_7,Tôi cần thêm thông tin trước khi quyết định,I need more information before deciding,
sos_business_8,Hợp đồng này có thể điều chỉnh không?,Can this contract be adjusted?,
sos_business_9,Tôi xin phép nghỉ một ngày,I'd like to request a day off,
sos_dating_1,Mình xin số được không?,Can I get your number?,
sos_dating_10,Mình không rảnh hôm nay,I'm not free today,
sos_dating_11,Nói chuyện với bạn vui quá,Talking with you is fun,
sos_dating_13,Mình đùa thôi,I'm just kidding,
sos_dating_2,Bạn đẹp/đẹp trai quá,You're beautiful/handsome,
sos_dating_3,Mình hơi ngại,I'm a bit shy,
sos_dating_4,Bạn có người yêu chưa?,Do you have a partner?,
sos_dating_5,Mình thích bạn,I like you,
sos_dating_6,Hẹn gặp lại nhé,See you again,
sos_dating_7,Mình phải về rồi,I have to go now,
sos_dating_8,Cho mình xin lỗi,"I'm sorry, excuse me",
sos_everyday_11,Đây là địa chỉ của tôi,This is my address,
sos_everyday_12,Tôi không có tiền mặt,I don't have cash,
sos_everyday_13,Wifi ở đây là gì?,What's the wifi here?,
sos_everyday_2,Làm ơn nói chậm lại,Please speak slower,
sos_everyday_5,Gọi giúp tôi taxi được không?,Can you call me a taxi?,
sos_everyday_7,Tôi cần bác sĩ,I need a doctor,
sos_everyday_8,"Xin lỗi, làm phiền bạn","Excuse me, sorry to bother you",
sos_everyday_9,Tôi bị mất điện thoại,I lost my phone,
sos_factory_0,Tôi cần báo cáo sự cố,I need to report an issue,
sos_factory_1,Máy này bị hỏng,This machine is broken,
sos_factory_10,Chỗ này có nguy hiểm không?,Is this area dangerous?,
sos_factory_12,Lương được trả khi nào?,When is payroll?,
sos_factory_13,Cảm ơn vì đã hướng dẫn,Thanks for showing me,
sos_factory_2,Tôi cần thiết bị bảo hộ,I need safety equipment,
sos_factory_3,Ca làm việc bắt đầu lúc mấy giờ?,What time does the shift start?,
sos_factory_4,"Tôi bị đau, cần nghỉ","I'm hurt, I need a break",
sos_factory_5,Ai là quản lý ở đây?,Who's the supervisor here?,
sos_factory_6,Tôi không hiểu hướng dẫn,I don't understand the instructions,
sos_factory_7,Cần thêm nguyên liệu,We need more materials,
sos_factory_8,Đơn hàng này khi nào giao?,When is this order delivered?,
sos_factory_9,Tôi cần ký giấy tờ gì?,What paperwork do I need to sign?,
sos_fnb_0,Cho tôi xem thực đơn,Can I see the menu,
sos_fnb_1,Tôi bị dị ứng...,I'm allergic to...,
sos_fnb_10,Tôi không gọi món này,I didn't order this,
sos_fnb_11,Cho tôi gói mang về,Can I get this to go,
sos_fnb_12,Ở đây có Wifi không?,Is there wifi here?,
sos_fnb_4,Cho tôi thêm một cái nĩa,Can I get another fork,
sos_fnb_5,Món này có thịt không?,Does this dish have meat?,
sos_fnb_7,Có thể thanh toán bằng thẻ không?,Can I pay by card?,
sos_fnb_8,Cho tôi thêm nước,More water please,
sos_fnb_9,Món này nguội rồi,This dish is cold,
sos_health_1,Tôi bị đau ở đây,It hurts here,
sos_health_10,Tôi cần khám sức khoẻ,I need a check-up,
sos_health_11,Tôi quên mang bảo hiểm y tế,I forgot my health insurance,
sos_health_12,Vết thương này có cần khâu không?,Does this wound need stitches?,
sos_health_13,Tôi cảm thấy chóng mặt,I feel dizzy,
sos_health_3,Tôi bị dị ứng với...,I'm allergic to...,
sos_health_4,Cho tôi thuốc giảm đau,Pain reliever please,
sos_health_5,Bệnh viện gần nhất ở đâu?,Where's the nearest hospital?,
sos_health_6,Tôi cần gọi cấp cứu,I need to call an ambulance,
sos_health_7,Thuốc này uống mấy lần một ngày?,How many times a day do I take this?,
sos_health_9,Có bác sĩ nói tiếng Anh không?,Is there an English-speaking doctor?,
sos_housing_0,Tôi muốn thuê phòng này,I want to rent this room,
sos_housing_10,Hàng xóm ồn quá,The neighbors are too loud,
sos_housing_11,Tiền nhà tháng này con đã chuyển rồi,I've already transferred this month's rent,
sos_housing_12,Phòng này có cho nuôi thú cưng không?,Are pets allowed in this room?,
sos_housing_13,Tôi cần gia hạn hợp đồng,I need to extend the lease,
sos_housing_2,Tiền điện nước tính riêng hay gộp?,Are utilities separate or included?,
sos_housing_3,Tôi cần đặt cọc bao nhiêu?,How much deposit do I need?,
sos_housing_4,Hợp đồng thuê nhà ở đâu ký?,Where do I sign the lease?,
sos_housing_5,Wifi có sẵn trong phòng không?,Does the room already have wifi?,
sos_housing_6,Máy lạnh phòng này bị hỏng,The AC in this room is broken,
sos_housing_7,Tôi muốn trả phòng sớm,I'd like to move out early,
sos_housing_8,Chủ nhà có ở gần đây không?,Does the landlord live nearby?,
sos_housing_9,Tôi cần thêm một chìa khoá,I need an extra key,
sos_outdoors_0,Lều của tôi bị rách,My tent is torn,
sos_outdoors_1,Tôi cần thêm củi,I need more firewood,
sos_outdoors_10,Tôi cần sơ cứu,I need first aid,
sos_outdoors_11,Lửa trại đã tắt hết chưa?,Has the campfire been fully put out?,
sos_outdoors_12,Bao xa nữa tới trạm dừng chân?,How much farther to the rest stop?,
sos_outdoors_13,Nhớ mang theo bản đồ nhé,Remember to bring the map,
sos_outdoors_2,"Trời sắp mưa, dọn đồ vào lều đi","It's about to rain, bring the gear into the tent",
sos_outdoors_3,Xe bị lún trong bùn,The car is stuck in mud,
sos_outdoors_4,Tôi bị lạc đường mòn,I got lost on the trail,
sos_outdoors_5,"Cẩn thận, có rắn","Careful, there's a snake",
sos_outdoors_6,Bình nước của tôi hết rồi,My water bottle is empty,
sos_outdoors_7,Tôi bị muỗi cắn nhiều quá,I got bitten by a lot of mosquitoes,
sos_outdoors_8,Đèn pin của tôi hết pin,My flashlight is out of battery,
