ID,Vietnamese_Text,English_Text,Vietnamese_Female_Sound,Vietnamese_Male_Sound,Why
word_lãng mạn,lãng mạn,"romantic (concerned with, or conducive to, romance and love)",,,missing
word_phá huỷ,phá huỷ,to destroy; to demolish; to ruin,,,missing
word_giao lưu,giao lưu,"to exchange (ideas, discourse, etc.)",,,missing
word_số phận,số phận,fate; destiny (usually bad); life or lifespan,,,missing
word_lâu dài,lâu dài,long,,,missing
word_vận tải,vận tải,to transport,,,missing
word_trời ơi,trời ơi,good heavens; good God; good Lord; oh my God,,,missing
word_dân chủ,dân chủ,democratic; democracy,,,missing
word_chặt chẽ,chặt chẽ,tightly; closely; strictly; rigidly,,,missing
word_ngoại giao,ngoại giao,diplomacy; foreign affairs,,,missing
word_đấu tranh,đấu tranh,to struggle; to fight,,,missing
word_thân thiện,thân thiện,friendly; amicable,,,missing
word_chứng nhận,chứng nhận,to certify,,,missing
word_trung thành,trung thành,loyal; faithful; true; devoted,,,missing
word_nhà văn,nhà văn,writer,,,missing
word_nhận xét,nhận xét,to observe; to comment; to remark; to judge,,,missing
word_bảo tàng,bảo tàng,museum,,,missing
word_doanh thu,doanh thu,earnings,,,missing
word_hoàng tử,hoàng tử,prince (son or male-line grandson of a reigning monarch),,,missing
word_nước mắt,nước mắt,tear (liquid from the eyes),,,missing
word_trình diễn,trình diễn,to perform,,,missing
word_khủng khiếp,khủng khiếp,to be terrible; to be dreadful,,,missing
word_danh hiệu,danh hiệu,honourable name; title; appellation,,,missing
word_học bổng,học bổng,"scholarship, grant",,,missing
word_ban hành,ban hành,to promulgate (a law or decree); to enforce,,,missing
word_Minh,Minh,a male given name from Chinese,,,missing
word_kinh phí,kinh phí,appropriation (for public affairs),,,missing
word_cấp cứu,cấp cứu,emergency,,,missing
word_nằm xuống,nằm xuống,to lie down; to die,,,missing
word_kỳ lạ,kỳ lạ,Alternative spelling of kì lạ,,,missing
word_dân cư,dân cư,population (of a place); inhabitants,,,missing
word_vận hành,vận hành,"to run, to be operational, to function",,,missing
word_cô giáo,cô giáo,female teacher,,,missing
word_tình nguyện,tình nguyện,to volunteer,,,missing
word_xe tải,xe tải,truck/lorry,,,missing
word_sinh học,sinh học,biology,,,missing
word_liên bang,liên bang,federal; federative; interstate,,,missing
word_phạm vi,phạm vi,range; scope; realm; extent,,,missing
word_sâu sắc,sâu sắc,deep; profound,,,missing
word_tiêu chí,tiêu chí,criterion,,,missing
word_tiếp nhận,tiếp nhận,to receive; to accept,,,missing
word_tiết lộ,tiết lộ,"to reveal, to disclose",,,missing
word_cài đặt,cài đặt,to install; to configure,,,missing
word_nghị quyết,nghị quyết,resolution; decision (after a formal meeting),,,missing
word_hạ tầng,hạ tầng,short for hạ tầng công tác (“to downgrade (as a form of di…,,,missing
word_giáng sinh,giáng sinh,to be born; to incarnate,,,missing
word_nền tảng,nền tảng,foundation; basis; platform,,,missing
word_nhân lực,nhân lực,manpower; human resources,,,missing
word_phu nhân,phu nhân,a First Lady,,,missing
word_sự việc,sự việc,"an intangible thing, such as an affair, a happening or an …",,,missing
word_chiến binh,chiến binh,warrior; combatant; fighter,,,missing
word_xe máy,xe máy,a vehicle that is either a mô tô (“high capacity motorcycl…,,,missing
word_hâm mộ,hâm mộ,"to like, to be fond of, to be a fan of",,,missing
word_phụ trách,phụ trách,to be in charge of; to be responsible for,,,missing
word_huy động,huy động,"to mobilise (people, money); to raise (funds)",,,missing
word_vất vả,vất vả,"hard, laborious, difficult",,,missing
word_thông điệp,thông điệp,diplomatic note; official note; correspondence,,,missing
word_đi lại,đi lại,to go back and forth,,,missing
word_tiểu học,tiểu học,primary education,,,missing
word_yên tâm,yên tâm,to feel at ease / don't worry,,,missing
word_giá cả,giá cả,price,,,missing
word_trị giá,trị giá,to be worth (a certain amount of money),,,missing
word_chứng tỏ,chứng tỏ,to prove; to demonstrate,,,missing
word_cô đơn,cô đơn,lonely,,,missing
word_đặc điểm,đặc điểm,peculiarity; feature; characteristic,,,missing
word_rối loạn,rối loạn,disorderly; disturbed; troubled; a disorder,,,missing
word_người lớn,người lớn,adult; grown-up,,,missing
word_đương nhiên,đương nhiên,obviously; evidently; apparently; obvious,,,missing
word_biến đổi,biến đổi,to change; to fluctuate,,,missing
word_văn học,văn học,literature,,,missing
word_đồ chơi,đồ chơi,a toy; plaything,,,missing
word_tâm sự,tâm sự,to bare one's soul,,,missing
word_thay vì,thay vì,instead of,,,missing
word_vụ việc,vụ việc,case; incident; matter,,,missing
word_thỉnh thoảng,thỉnh thoảng,Sometimes,,,missing
word_bàn thờ,bàn thờ,altar,,,missing
word_khủng hoảng,khủng hoảng,crisis,,,missing
word_hân hạnh,hân hạnh,honoured / pleased,,,missing
word_khoảnh khắc,khoảnh khắc,moment,,,missing
word_cửa hiệu,cửa hiệu,shop,,,missing
word_can thiệp,can thiệp,to intervene,,,missing
word_ấm áp,ấm áp,warm,,,missing
word_kịch ngắn,kịch ngắn,short play,,,missing
word_trân trọng,trân trọng,to value / respectfully,,,missing
word_có ích,có ích,useful,,,missing
word_bận rộn,bận rộn,busy,,,missing
word_xe buýt,xe buýt,bus,,,missing
word_tò mò,tò mò,curious,,,missing
word_mồ hôi,mồ hôi,sweat,,,missing
word_từ thiện,từ thiện,charity,,,missing
word_điển hình,điển hình,typical,,,missing
word_bán buôn,bán buôn,wholesale,,,missing
word_tài xế,tài xế,driver,,,missing
word_linh hoạt,linh hoạt,flexible,,,missing
word_kinh hồn,kinh hồn,terrifying,,,missing
word_dị ứng,dị ứng,allergy,,,missing
word_tâm trạng,tâm trạng,mood,,,missing
word_bồi thường,bồi thường,to compensate,,,missing
word_kiên nhẫn,kiên nhẫn,patient / patience,,,missing
word_đồ đạc,đồ đạc,belongings / furniture,,,missing
word_khởi hành,khởi hành,to depart,,,missing
word_lang thang,lang thang,to wander,,,missing
word_dự phòng,dự phòng,backup / spare,,,missing
word_hiền lành,hiền lành,gentle / kind-hearted,,,missing
word_giám khảo,giám khảo,judge (of a contest),,,missing
word_mềm mại,mềm mại,soft / supple,,,missing
word_chu đáo,chu đáo,thoughtful / attentive,,,missing
word_ngưỡng mộ,ngưỡng mộ,to admire,,,missing
word_vĩnh viễn,vĩnh viễn,forever / permanent,,,missing
word_thung lũng,thung lũng,valley,,,missing
word_quyết chí,quyết chí,determined,,,missing
word_song song,song song,parallel / alongside,,,missing
word_ngư dân,ngư dân,fisherman,,,missing
word_lễ tân,lễ tân,reception,,,missing
word_giả thuyết,giả thuyết,hypothesis,,,missing
word_thủ công,thủ công,handmade / manual,,,missing
word_hải sản,hải sản,seafood,,,missing
word_hộ chiếu,hộ chiếu,passport,,,missing
word_kỳ tích,kỳ tích,miracle / feat,,,missing
word_trí nhớ,trí nhớ,memory (faculty),,,missing
word_thất nghiệp,thất nghiệp,unemployed,,,missing
word_phàn nàn,phàn nàn,to complain,,,missing
word_đàng hoàng,đàng hoàng,proper / decent,,,missing
word_hào hứng,hào hứng,excited,,,missing
word_ranh giới,ranh giới,boundary,,,missing
word_thực đơn,thực đơn,menu,,,missing
word_khai trương,khai trương,to open (a business),,,missing
word_phán xét,phán xét,to judge,,,missing
word_bảo trì,bảo trì,maintenance,,,missing
word_côn trùng,côn trùng,insect,,,missing
word_tái khám,tái khám,follow-up check-up,,,missing
word_nghỉ dưỡng,nghỉ dưỡng,to take a rest cure / resort,,,missing
word_chóng mặt,chóng mặt,dizzy,,,missing
word_vinh danh,vinh danh,to honour,,,missing
word_suy thoái,suy thoái,recession / decline,,,missing
word_cai trị,cai trị,to rule / govern,,,missing
word_liệt kê,liệt kê,to list,,,missing
word_phong tục,phong tục,custom,,,missing
word_phản diện,phản diện,villain / antagonist,,,missing
word_tụ tập,tụ tập,to gather,,,missing
word_thăng chức,thăng chức,to be promoted,,,missing
word_thí dụ,thí dụ,example,,,missing
word_cốt lõi,cốt lõi,core,,,missing
word_thù lao,thù lao,payment / fee,,,missing
word_chằm chằm,chằm chằm,intently (staring),,,missing
word_dã ngoại,dã ngoại,picnic / outdoors,,,missing
word_ghen tị,ghen tị,jealous,,,missing
word_lung lay,lung lay,wobbly / shaky,,,missing
word_mênh mông,mênh mông,vast / immense,,,missing
word_ngẩn ngơ,ngẩn ngơ,dazed / stunned,,,missing
word_su su,su su,chayote,,,missing
word_thụ phấn,thụ phấn,to pollinate,,,missing
word_tráng miệng,tráng miệng,dessert,,,missing
word_vả lại,vả lại,besides / moreover,,,missing
word_vũ điệu,vũ điệu,dance,,,missing
word_xà phòng,xà phòng,soap,,,missing
word_tổng vệ sinh,tổng vệ sinh,general cleaning,,,missing
word_đảm bảo an toàn,đảm bảo an toàn,to ensure safety,,,missing
lesson_vi2_l1_d0,Chào anh. Anh là Nam phải không?,"Hello. You're Nam, right?",,,drifted
lesson_vi2_l1_d1,Đúng rồi. Còn chị?,That is right. Are you Lan from the office?,,,drifted
lesson_vi2_l1_d2,Tôi là Lan. Rất vui.,I'm Lan. It's good to meet you today.,,,drifted
lesson_vi2_l1_d3,Tôi cũng vậy.,Same here — it's good to meet you too.,,,drifted
lesson_vi2_l1_d4,Anh có thời gian không?,Have you got a minute?,,,missing
lesson_vi2_l1_d5,Có chứ. Mời chị.,Of course I have time. Go ahead and ask.,,,missing
lesson_vi2_l2_d0,Em đi đâu đấy?,Where are you off to?,,,drifted
lesson_vi2_l2_d1,Em về nhà. Còn cô?,Heading home. What about you?,,,drifted
lesson_vi2_l2_d2,Cô ở lại làm việc.,I'm staying on to work.,,,drifted
lesson_vi2_l2_d3,Cô làm đến khi nào?,Till when?,,,drifted
lesson_vi2_l2_d4,Chưa biết. Chắc muộn.,"Not sure. Late, probably.",,,drifted
lesson_vi2_l2_d5,Vậy cô giữ sức nhé.,"Take it easy, then.",,,drifted
lesson_vi2_l3_d0,Cậu đang làm gì đấy?,What are you up to?,,,drifted
lesson_vi2_l3_d1,Đang nấu ăn. Cậu ăn chưa?,Cooking. Have you eaten?,,,drifted
lesson_vi2_l3_d2,Chưa. Nhưng tớ không đói lắm.,"Not yet. I'm not that hungry, though.",,,drifted
lesson_vi2_l3_d3,Vẫn còn nhiều mà. Ăn với tớ đi.,There's loads left. Eat with me.,,,drifted
lesson_vi2_l3_d4,"Ừ, cũng được.","Alright then, I will eat with you.",,,missing
lesson_vi2_l3_d5,Ngồi đi. Sắp xong rồi.,Sit down here. The food is nearly ready.,,,missing
lesson_vi2_l4_d0,Cái này bao nhiêu?,How much is this one?,,,drifted
lesson_vi2_l4_d1,Hai trăm nghìn.,Two hundred thousand.,,,drifted
lesson_vi2_l4_d2,Đắt hơn cái kia nhiều.,That is much more expensive than the other one.,,,drifted
lesson_vi2_l4_d3,Nhưng cái này tốt hơn.,"This one's better, though.",,,drifted
lesson_vi2_l4_d4,Em muốn nghĩ thêm đã.,I would like to think about it a bit more.,,,missing
lesson_vi2_l4_d5,"Vâng, chị cứ xem.","Sure, take your time.",,,missing
lesson_vi2_l5_d0,Ai đấy?,Who is at the door?,,,drifted
lesson_vi2_l5_d1,Em đây. Chị ở nhà không?,It's me. Are you home?,,,drifted
lesson_vi2_l5_d2,Có. Em lên đi.,"Yes, I am home. Come up now.",,,drifted
lesson_vi2_l5_d3,Chị ăn chưa?,Have you eaten?,,,drifted
lesson_vi2_l5_d4,Chưa. Đợi em về đã.,Not yet. I was waiting for you to come home.,,,missing
lesson_vi2_l5_d5,Vậy mình ăn cùng nhau nhé.,Let's eat together then.,,,missing
lesson_vi2_l6_d0,Hôm nay mẹ có nhà không?,Is Mum home today?,,,drifted
lesson_vi2_l6_d1,Có chứ. Mẹ vẫn ở trên nhà.,Of course. She's still upstairs.,,,drifted
lesson_vi2_l6_d2,Con mới về hôm qua.,I only got back yesterday.,,,drifted
lesson_vi2_l6_d3,Mẹ biết rồi. Mẹ nghe thấy.,Mum already knows. She heard you come in.,,,drifted
lesson_vi2_l6_d4,Con lên chào mẹ đây.,I'll go up and say hello.,,,missing
lesson_vi2_l6_d5,"Ừ, đi đi.","Go on up and see her, then.",,,missing
lesson_vi2_l7_d0,Anh giúp em một tay được không?,Could you give me a hand?,,,drifted
lesson_vi2_l7_d1,Được chứ. Cần gì?,Sure. What do you need?,,,drifted
lesson_vi2_l7_d2,Em tìm mãi không thấy cái chìa khoá.,I can't find the key anywhere.,,,drifted
lesson_vi2_l7_d3,Đừng lo. Để anh xem.,Don't worry. Let me look.,,,drifted
lesson_vi2_l7_d4,Đây rồi! Cảm ơn anh nhé.,Here it is! Thanks.,,,missing
lesson_vi2_l7_d5,Không có gì.,It was really no bother at all yesterday.,,,missing
lesson_vi2_l8_d0,Tớ gặp cậu ở đâu nhỉ?,Where did I see you before?,,,drifted
lesson_vi2_l8_d1,"Hôm nọ, ở quán cà phê.","The other day, at the café.",,,drifted
lesson_vi2_l8_d2,À đúng rồi! Cậu ngồi bên kia.,Oh right! You were sitting over there.,,,drifted
lesson_vi2_l8_d3,Ừ. Tớ nhìn thấy cậu mà không dám gọi.,"Yeah, I saw you there but I did not want to shout.",,,drifted
lesson_vi2_l8_d4,"Trời, gọi đi chứ.","Come on, you should have.",,,missing
lesson_vi2_l8_d5,Lần sau nhé.,I will call out to you next time.,,,missing
lesson_vi2_l9_d0,Đi xe gì cho nhanh?,Which vehicle is the quickest way to get there?,,,drifted
lesson_vi2_l9_d1,Xe máy. Đường này hay tắc lắm.,Motorbike. This road gets jammed.,,,drifted
lesson_vi2_l9_d2,Mất bao nhiêu tiền?,How much will it cost?,,,drifted
lesson_vi2_l9_d3,Không nhiều đâu. Vài chục nghìn thôi.,It is not much money. A few tens of thousands.,,,drifted
lesson_vi2_l9_d4,Thế thì đi luôn.,"Let us go there now, then.",,,missing
lesson_vi2_l9_d5,Ăn gì trước đã. Còn sớm.,Eat something first. There's time.,,,missing
lesson_vi2_l10_d0,Chị có thích cái này không?,Do you like this one?,,,drifted
lesson_vi2_l10_d1,Thích chứ. Nhưng hơi đắt.,"I do like it. It is a bit expensive, though.",,,drifted
lesson_vi2_l10_d2,Em xin thêm mười phần trăm nhé.,I'll take another ten percent off.,,,drifted
lesson_vi2_l10_d3,Thế thì lấy. Mang về luôn được không?,Then I'll take it. Can I take it now?,,,drifted
lesson_vi2_l10_d4,Được ạ. Chị đợi em một chút.,Of course you can. Please wait one moment.,,,missing
lesson_vi2_l10_d5,"Ừ, cảm ơn em.","Thank you, you have helped me a lot.",,,missing
lesson_vi2_l11_d0,"Xin lỗi, cho hỏi phòng 203 ở đâu ạ?",Sorry — where's room 203?,,,drifted
lesson_vi2_l11_d1,"Lên tầng hai, rẽ phải.","Second floor, turn right.",,,drifted
lesson_vi2_l11_d2,Cảm ơn chị nhiều ạ.,"Thank you, you have helped me very much yesterday.",,,drifted
lesson_vi2_l11_d3,Không có gì. Em học ở đây à?,Not at all. Do you study at this school?,,,drifted
lesson_vi2_l11_d4,"Vâng, em mới vào trường.","Yes, I've just started.",,,missing
lesson_vi2_l11_d5,Thế thì chúc em học tốt nhé.,"Good luck with it, then.",,,missing
lesson_vi2_l12_d0,Gia đình em có mấy người?,How many are there in your family?,,,drifted
lesson_vi2_l12_d1,"Bốn ạ. Bố mẹ, em và một chị.","Four. Mum and Dad, me and a sister.",,,drifted
lesson_vi2_l12_d2,Chị em làm việc ở đâu?,Where does your sister work?,,,drifted
lesson_vi2_l12_d3,Chị ấy làm ở Hà Nội. Bây giờ ít về lắm.,In Hanoi. She hardly gets back these days.,,,drifted
lesson_vi2_l12_d4,Chắc em nhớ chị.,You must miss her.,,,missing
lesson_vi2_l12_d5,Có chứ. Nhưng vẫn gọi suốt.,"I do. We're always on the phone, though.",,,missing
lesson_vi2_l13_d0,Anh làm ở công ty nào?,Which company do you work at?,,,drifted
lesson_vi2_l13_d1,Một công ty nhỏ dưới quận 3.,A small one down in District 3.,,,drifted
lesson_vi2_l13_d2,Làm lâu chưa?,Have you worked there long?,,,drifted
lesson_vi2_l13_d3,Hai năm rồi. Cũng đủ hiểu việc.,Two years. Long enough to know the job.,,,drifted
lesson_vi2_l13_d4,Thế là tốt. Giữ được chỗ ổn định.,That is good. It sounds like a steady place.,,,missing
lesson_vi2_l13_d5,"Ừ, cũng may.","Yeah, I think I was quite lucky yesterday.",,,missing
lesson_vi2_l14_d0,"Chị ơi, cái này giá bao nhiêu?",Excuse me — how much is this?,,,drifted
lesson_vi2_l14_d1,"Dạ, hai trăm ạ.",Two hundred.,,,drifted
lesson_vi2_l14_d2,Bớt chút được không chị?,Is there any chance of taking a bit off the price?,,,drifted
lesson_vi2_l14_d3,Một trăm tám nhé. Giá đó là tốt rồi.,One eighty. That's a good price.,,,drifted
lesson_vi2_l14_d4,"Vâng, em lấy. Cảm ơn chị.","Alright, I'll take it. Thank you.",,,missing
lesson_vi2_l14_d5,Cảm ơn em nhé.,"Thank you, please come again yesterday.",,,missing
lesson_vi2_l15_d0,Mai bắt đầu lúc mấy giờ?,What time does it start tomorrow?,,,drifted
lesson_vi2_l15_d1,Tám giờ sáng. Đừng đến muộn.,Eight in the morning. Don't be late.,,,drifted
lesson_vi2_l15_d2,Chỗ đó ở phía nào?,Which direction is that place in?,,,drifted
lesson_vi2_l15_d3,"Phía kia, gần trung tâm thành phố.","Over that way, near the city centre.",,,drifted
lesson_vi2_l15_d4,Được rồi. Em đi sớm cho chắc.,Right. I'll leave early to be safe.,,,missing
lesson_vi2_l15_d5,"Ừ, đường sáng hay tắc.","Yeah, the roads jam in the morning.",,,missing
lesson_vi2_l16_d0,Tối qua em không ổn lắm.,I wasn't great last night.,,,drifted
lesson_vi2_l16_d1,Sao thế? Bệnh à?,How come? Are you ill?,,,drifted
lesson_vi2_l16_d2,Chắc do thời tiết. Giờ đỡ rồi.,"The weather, probably. Better now.",,,drifted
lesson_vi2_l16_d3,Em phải nói chuyện với bác sĩ chứ.,You ought to speak to a doctor.,,,drifted
lesson_vi2_l16_d4,Nếu mai chưa đỡ thì em đi.,"If it's no better tomorrow, I'll go.",,,missing
lesson_vi2_l16_d5,Nhớ đấy nhé.,Make sure that you go tomorrow.,,,missing
lesson_vi2_l17_d0,Ngồi đây đi. Anh uống gì?,Sit here. What'll you have?,,,drifted
lesson_vi2_l17_d1,Cho em cà phê đá.,Iced coffee for me.,,,drifted
lesson_vi2_l17_d2,Chờ chút nhé.,Won't be a minute.,,,drifted
lesson_vi2_l17_d3,Tối nay vui thật.,Tonight has been really good fun.,,,drifted
lesson_vi2_l17_d4,Ừ. Nhưng mai anh phải dậy sớm.,It has. But I'm up early tomorrow.,,,missing
lesson_vi2_l17_d5,Thế thì về ngủ đi.,"Get yourself home to bed, then.",,,missing
lesson_vi2_l18_d0,Lâu rồi không gặp!,Long time no see!,,,drifted
lesson_vi2_l18_d1,"Ừ, mấy tuần rồi. Dạo này thế nào?","Yeah, it has been a few weeks. How have you been lately?",,,drifted
lesson_vi2_l18_d2,Công việc thay đổi nhiều.,Work's changed a lot.,,,drifted
lesson_vi2_l18_d3,Tốt hay xấu?,Better or worse?,,,drifted
lesson_vi2_l18_d4,Tốt hơn. Bận hơn thôi.,Better. Just busier.,,,missing
lesson_vi2_l18_d5,Thế là mừng cho anh.,Good to hear.,,,missing
lesson_vi2_l19_d0,Em quyết định chưa?,Have you decided yet?,,,drifted
lesson_vi2_l19_d1,Chưa. Khó quá anh ạ.,I have not decided yet. It is really difficult yesterday.,,,drifted
lesson_vi2_l19_d2,Em sợ điều gì?,What are you afraid will happen?,,,drifted
lesson_vi2_l19_d3,Sợ chọn sai rồi hối hận.,I am afraid I will choose wrong and regret it.,,,drifted
lesson_vi2_l19_d4,Cho em thêm vài phút nghĩ nhé.,Take a few more minutes to think about it.,,,missing
lesson_vi2_l19_d5,"Vâng, em cám ơn anh nhiều.","Yes, I will think about it. Thank you very much.",,,missing
lesson_vi2_l20_d0,Kế hoạch tuần này xong chưa?,Is this week's plan finished yet?,,,drifted
lesson_vi2_l20_d1,Gần xong rồi. Còn một phần nhỏ.,Nearly finished. There is one small part left.,,,drifted
lesson_vi2_l20_d2,Nhớ kiểm tra phần an toàn nhé.,Remember to check the safety part.,,,drifted
lesson_vi2_l20_d3,"Vâng, em làm cuối cùng.","Yes, I will do that one last.",,,drifted
lesson_vi2_l20_d4,Tốt. Có gì thì báo anh.,Good. Let me know if anything comes up.,,,missing
lesson_vi2_l20_d5,Em sẽ báo anh ngay ạ.,I will tell you about it right away.,,,missing
lesson_vi2_l21_d0,Tối nay xem phim không?,Shall we watch a film tonight?,,,drifted
lesson_vi2_l21_d1,Có. Nhưng ăn trước đã nhé.,Yes. But let us eat first.,,,drifted
lesson_vi2_l21_d2,Em thích món gì?,Which dish would you like to eat?,,,drifted
lesson_vi2_l21_d3,Món nào cũng được anh ạ.,Any dish at all is fine with me.,,,drifted
lesson_vi2_l21_d4,Thế thì quán quen nhé.,"Let us go to the usual place, then yesterday.",,,missing
lesson_vi2_l21_d5,"Vâng, quán đó mở muộn.","Yes, that place opens late.",,,missing
lesson_vi2_l22_d0,Em gửi bài cho lớp chưa?,Have you sent the work to the class yet?,,,drifted
lesson_vi2_l22_d1,Rồi ạ. Em gửi sáng nay.,Yes I have. I sent it this morning.,,,drifted
lesson_vi2_l22_d2,Cả nhóm nhận được chứ?,Did the whole group get the work yesterday?,,,drifted
lesson_vi2_l22_d3,Chắc chắn rồi ạ.,"Yes, they definitely got it yesterday.",,,drifted
lesson_vi2_l22_d4,Mùa này nhiều việc nhỉ.,"There is a lot of work this season, is there not?",,,missing
lesson_vi2_l22_d5,"Vâng, bận thật anh ạ.","Yes, it really is busy.",,,missing
lesson_vi2_l23_d0,Em cảm thấy thế nào rồi?,How are you feeling now?,,,drifted
lesson_vi2_l23_d1,Đỡ hơn hôm qua nhiều ạ.,Much better than yesterday.,,,drifted
lesson_vi2_l23_d2,Bác sĩ nói sao?,What did the doctor say?,,,drifted
lesson_vi2_l23_d3,Bác sĩ bảo nghỉ vài hôm.,The doctor said to rest for a few days.,,,drifted
lesson_vi2_l23_d4,Thế thì nghỉ cho khỏe hẳn.,Then you should rest until you are properly well.,,,missing
lesson_vi2_l23_d5,"Vâng, em sẽ về sớm hôm nay.","Yes, I will go home early today.",,,missing
lesson_vi2_l24_d0,Chuẩn bị xong chưa em?,Have you finished getting ready?,,,drifted
lesson_vi2_l24_d1,Sắp xong rồi ạ.,I have almost finished getting ready.,,,drifted
lesson_vi2_l24_d2,Đừng quên điện thoại nhé.,Do not forget your phone.,,,drifted
lesson_vi2_l24_d3,"May quá, em quên thật.","Lucky you said that, I really had forgotten.",,,drifted
lesson_vi2_l24_d4,Anh đợi ở ngoài.,I will wait outside.,,,missing
lesson_vi2_l24_d5,Em ra ngay đây ạ.,I will come outside right now.,,,missing
lesson_vi2_l25_d0,Em học đại học ở đâu?,Where do you go to university?,,,drifted
lesson_vi2_l25_d1,Em học ở trên thành phố ạ.,I study at a university in the city yesterday.,,,drifted
lesson_vi2_l25_d2,Học có khó không em?,Is the studying there difficult?,,,drifted
lesson_vi2_l25_d3,Cũng không dễ đâu anh ạ.,"It is not very easy, no.",,,drifted
lesson_vi2_l25_d4,Cố lên. Rồi sẽ thành công thôi.,Keep at it. You will succeed in the end.,,,missing
lesson_vi2_l25_d5,"Vâng, em cảm ơn anh nhiều.",Yes I will. Thank you very much.,,,missing
lesson_vi2_l26_d0,Em nhờ anh một việc được không?,Could I ask you to do something for me?,,,drifted
lesson_vi2_l26_d1,Được chứ. Em cứ nói đi.,Of course you can. Just go ahead and say it.,,,drifted
lesson_vi2_l26_d2,Anh trả lời giúp em cái thư này.,Please answer this letter for me.,,,drifted
lesson_vi2_l26_d3,Để anh đọc đã rồi trả lời.,Let me read it first and then answer.,,,drifted
lesson_vi2_l26_d4,Em đợi anh ở ngoài nhé.,I will wait for you outside.,,,missing
lesson_vi2_l26_d5,"Ừ, anh làm ngay bây giờ.","Alright, I will do it right now.",,,missing
lesson_vi2_l27_d0,Con trai chị học lớp mấy rồi?,What year is your son in now?,,,drifted
lesson_vi2_l27_d1,Cháu học lớp năm rồi anh ạ.,He is in year five now.,,,drifted
lesson_vi2_l27_d2,Nhanh thật. Cháu học có tốt không?,That was quick. Is he doing well?,,,drifted
lesson_vi2_l27_d3,Cũng được. Cháu học mạnh môn toán.,Not bad. He is strong at maths.,,,drifted
lesson_vi2_l27_d4,Giỏi quá. Chúc cháu học tốt.,Very good. I wish him well with it.,,,missing
lesson_vi2_l27_d5,Cảm ơn anh đã hỏi thăm.,Thank you for asking after him.,,,missing
lesson_vi2_l28_d0,Lý do là gì hả em?,What is the reason for it?,,,drifted
lesson_vi2_l28_d1,Quy định mới ạ. Từ tháng này.,A new rule. From this month.,,,drifted
lesson_vi2_l28_d2,Bên nào cũng phải làm theo à?,Do all the staff have to follow this rule?,,,drifted
lesson_vi2_l28_d3,"Vâng, bên nào cũng phải làm theo.","Yes, all the staff have to follow this rule.",,,drifted
lesson_vi2_l28_d4,Thế thì hơi khó cho mình.,"That is a bit difficult for us, then.",,,missing
lesson_vi2_l28_d5,Em biết. Nhưng em phải làm theo.,I know. But I have to follow it.,,,missing
lesson_vi2_l29_d0,Em nấu ăn giỏi thật đấy.,You are really good at cooking.,,,drifted
lesson_vi2_l29_d1,Anh quá khen rồi ạ.,You are being too kind to me yesterday.,,,drifted
lesson_vi2_l29_d2,Anh nói thật mà. Ngon lắm.,I really mean it. It is delicious.,,,drifted
lesson_vi2_l29_d3,Em học mẹ em thôi ạ.,I only learned it from my mother.,,,drifted
lesson_vi2_l29_d4,Mẹ em nấu chắc còn ngon hơn.,Your mother must cook even better.,,,missing
lesson_vi2_l29_d5,"Vâng, mẹ em nấu ngon hơn nhiều.","Yes, my mother cooks much better.",,,missing
lesson_vi2_l30_d0,Chuyến đi vừa rồi thế nào em?,How was the trip that you just took yesterday?,,,drifted
lesson_vi2_l30_d1,Tuyệt vời anh ạ. Đồ ăn ngon lắm.,It was wonderful. The food there was delicious yesterday.,,,drifted
lesson_vi2_l30_d2,Có đi được nhiều chỗ không?,Did you get to see many places?,,,drifted
lesson_vi2_l30_d3,Đi được khá nhiều nơi ạ.,I got to see quite a few places.,,,drifted
lesson_vi2_l30_d4,Thích nhỉ. Lần sau anh đi với.,Sounds good. I will come along next time.,,,missing
lesson_vi2_l30_d5,"Vâng, lần sau mình đi cùng nhau.","Yes, next time let us go together.",,,missing
lesson_vi2_l31_d0,Áo này cũ rồi anh ạ.,This shirt is old now.,,,drifted
lesson_vi2_l31_d1,Nhưng anh vẫn thích mặc nó.,But I still like wearing it.,,,drifted
lesson_vi2_l31_d2,"Kìa, có cái mới ở kia.","Look, there is a new one over there.",,,drifted
lesson_vi2_l31_d3,Để anh xem thử cái đó.,Let me have a look at that one.,,,drifted
lesson_vi2_l31_d4,Hôm nay đông người quá.,There are a lot of people today.,,,missing
lesson_vi2_l31_d5,"Ừ, cuối tuần lúc nào cũng đông.","Yes, the weekend is always crowded.",,,missing
lesson_vi2_l32_d0,Sáng nay em dậy muộn quá.,I got up very late this morning.,,,drifted
lesson_vi2_l32_d1,Không sao. Ai cũng có hôm như thế.,Never mind. Everyone has days like that.,,,drifted
lesson_vi2_l32_d2,Em sẽ cố gắng dậy sớm hơn.,I will try to get up earlier.,,,drifted
lesson_vi2_l32_d3,Đơn giản thôi. Ngủ sớm là được.,It is simple. Just sleep earlier.,,,drifted
lesson_vi2_l32_d4,Anh nói đúng rồi ạ.,You are right about that.,,,drifted
lesson_vi2_l32_d5,Anh cũng hay dậy muộn mà.,I often get up late as well.,,,drifted
lesson_vi2_l33_d0,Chỗ này hình như sai rồi.,This part here seems to be wrong.,,,drifted
lesson_vi2_l33_d1,Đâu ạ? Anh chỉ em xem.,"Where? Show me, please.",,,drifted
